Product_ID,Country,Category,Item_Name,Price_Local,Currency,Technical_Specs,Internal_Notes
CA-R-0043,Canada,Kitchen Appliances,Coffee Maker Drip,56.95,CAD,"12-cup, programmable, thermal carafe",Bulk discount applies 15% | Global Sourcing Co | Low stock alert
NE-S-0044,Netherlands,Solar & Power,Solar Inverter TS-9000-X,1247.62,EUR,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",VIP margin 25% | Global Sourcing Co | Low stock alert
GH-T-0045,Ghana,Home Appliances,Electric Fan Tower,733.65,GHS,"Oscillating, 3 speeds, remote, timer",Promo margin 12% | EuroTech Suppliers | Low stock alert
KE-U-0046,Kenya,Computing,Mechanical Keyboard,10839.98,KES,"Cherry MX, RGB, wired, UK layout",Bulk discount applies 15% | Acme Electronics Ltd | Backorder until 02/15
KE-V-0047,Kenya,Kitchen Appliances,Coffee Maker Drip,5175.23,KES,"12-cup, programmable, thermal carafe",Margin 22% | Pacific Imports Inc | Stock in WH3 Berlin
GH-W-0048,Ghana,TV & Display,LED TV 55 inch,6028.22,GHS,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Warehouse A-12 | Africa Direct Trading | Promo margin 12%
SA-X-0049,South Africa,Personal Care,Electric Toothbrush,866.8,ZAR,"Sonic, 3 modes, 2-week battery",Pacific Imports Inc | Warehouse A-12 | Margin 22%
NI-Y-0050,Nigeria,Home Appliances,Air Purifier Compact,158461.29,NGN,"HEPA H13, 3 speeds, 25m² coverage",Nordic Wholesale | Warehouse A-12 | Bulk discount applies 15%
GE-Z-0051,Germany,TV & Display,LED TV 55 inch,424.92,EUR,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Nordic Wholesale | VIP margin 25% | Backorder until 02/15
GH-A-0052,Ghana,Lighting,LED Desk Lamp,400.64,GHS,"Dimmable, USB port, 5 brightness levels",Target margin 18% | Low stock alert | EuroTech Suppliers
KE-B-0053,Kenya,Personal Care,Electric Toothbrush,6128.77,KES,"Sonic, 3 modes, 2-week battery",VIP margin 25% | Backorder until 02/15 | EuroTech Suppliers
CD-C-0054,Côte d'Ivoire,Wearables,Smart Watch Sport,60404.83,XOF,"GPS, heart rate, 5ATM, 7-day battery",Margin 22% | Nordic Wholesale | Fulfilled from NL depot
NE-D-0055,Netherlands,Computing,"Tablet 10""",202.31,EUR,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Stock in WH3 Berlin | Africa Direct Trading | Margin 22%
CD-E-0056,Côte d'Ivoire,Lighting,LED Desk Lamp,17950.97,XOF,"Dimmable, USB port, 5 brightness levels",Backorder until 02/15 | Bulk discount applies 15% | Nordic Wholesale
NE-F-0057,Netherlands,Computing,Webcam HD Pro,54.86,EUR,"1080p 60fps, built-in mic, auto-focus",Nordic Wholesale | Backorder until 02/15 | Margin 22%
NE-G-0058,Netherlands,Kitchen Appliances,Smart Kettle Pro,42.75,EUR,"1.7L, 3000W, boil-dry protection, LED display",Margin 22% | Pacific Imports Inc | Fulfilled from NL depot
GE-H-0059,Germany,Personal Care,Electric Toothbrush,44.19,EUR,"Sonic, 3 modes, 2-week battery",Stock in WH3 Berlin | Margin 22% | EuroTech Suppliers
GE-I-0060,Germany,Audio,Wireless Bluetooth Earbuds,35.8,EUR,"ANC, 24h battery, IPX5, USB-C",VIP margin 25% | Africa Direct Trading | Fulfilled from NL depot
GH-J-0061,Ghana,Wearables,Smart Watch Sport,1105.78,GHS,"GPS, heart rate, 5ATM, 7-day battery",Africa Direct Trading | Stock in WH3 Berlin | Margin 22%
GH-K-0062,Ghana,Computing,Webcam HD Pro,704.36,GHS,"1080p 60fps, built-in mic, auto-focus",EuroTech Suppliers | Promo margin 12% | Backorder until 02/15
SA-L-0063,South Africa,Home Appliances,Air Purifier Compact,1752.41,ZAR,"HEPA H13, 3 speeds, 25m² coverage",Fulfilled from NL depot | Margin 22% | Acme Electronics Ltd
NE-M-0064,Netherlands,Computing,Mechanical Keyboard,78.63,EUR,"Cherry MX, RGB, wired, UK layout",Pacific Imports Inc | Backorder until 02/15 | VIP margin 25%
CA-N-0065,Canada,Kitchen Appliances,Coffee Maker Drip,58.41,CAD,"12-cup, programmable, thermal carafe",Margin 22% | Africa Direct Trading | Backorder until 02/15
NI-O-0066,Nigeria,Computing,Mechanical Keyboard,114530.21,NGN,"Cherry MX, RGB, wired, UK layout",VIP margin 25% | Africa Direct Trading | Backorder until 02/15
US-P-0067,United States,Audio,Wireless Bluetooth Earbuds,35.26,USD,"ANC, 24h battery, IPX5, USB-C",Low stock alert | Target margin 18% | EuroTech Suppliers
KE-Q-0068,Kenya,Computing,"Tablet 10""",27830.97,KES,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Fulfilled from NL depot | Bulk discount applies 15% | EuroTech Suppliers
CD-R-0069,Côte d'Ivoire,Wearables,Fitness Tracker Band,18608.42,XOF,"Steps, sleep, HR, 14-day battery",Low stock alert | Global Sourcing Co | Margin 22%
CD-S-0070,Côte d'Ivoire,Audio,Bluetooth Speaker,27965.9,XOF,"20W, waterproof IPX7, 15h playback",Backorder until 02/15 | Pacific Imports Inc | Bulk discount applies 15%
NE-T-0071,Netherlands,Solar & Power,Solar Inverter TS-9000-X,1184.89,EUR,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Low stock alert | EuroTech Suppliers | Bulk discount applies 15%
GH-U-0072,Ghana,Lighting,LED Desk Lamp,369.71,GHS,"Dimmable, USB port, 5 brightness levels",Target margin 18% | Warehouse A-12 | Global Sourcing Co
CA-V-0073,Canada,Home Appliances,Electric Fan Tower,76.53,CAD,"Oscillating, 3 speeds, remote, timer",Backorder until 02/15 | Margin 22% | Africa Direct Trading
UK-W-0074,United Kingdom,Computing,Mechanical Keyboard,60.59,GBP,"Cherry MX, RGB, wired, UK layout",Warehouse A-12 | Bulk discount applies 15% | Nordic Wholesale
CA-X-0075,Canada,Solar & Power,Solar Inverter TS-9000-X,1760.59,CAD,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Target margin 18% | Low stock alert | Global Sourcing Co
FR-Y-0076,France,Lighting,LED Desk Lamp,27.31,EUR,"Dimmable, USB port, 5 brightness levels",EuroTech Suppliers | Margin 22% | Stock in WH3 Berlin
NI-Z-0077,Nigeria,Wearables,Fitness Tracker Band,49856.14,NGN,"Steps, sleep, HR, 14-day battery",Low stock alert | Margin 22% | Africa Direct Trading
NI-A-0078,Nigeria,Solar & Power,Solar Inverter TS-9000-X,2074880.71,NGN,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Warehouse A-12 | Bulk discount applies 15% | Africa Direct Trading
CD-B-0079,Côte d'Ivoire,Power & Batteries,Portable Power Bank 20K,14332.29,XOF,"20000mAh, dual USB, 18W PD",Promo margin 12% | Stock in WH3 Berlin | Acme Electronics Ltd
GE-C-0080,Germany,Home Appliances,Air Purifier Compact,89.21,EUR,"HEPA H13, 3 speeds, 25m² coverage",Acme Electronics Ltd | Promo margin 12% | Stock in WH3 Berlin
NI-D-0081,Nigeria,Home Appliances,Air Purifier Compact,162707.27,NGN,"HEPA H13, 3 speeds, 25m² coverage",Bulk discount applies 15% | Nordic Wholesale | Fulfilled from NL depot
US-E-0082,United States,Wearables,Fitness Tracker Band,28.05,USD,"Steps, sleep, HR, 14-day battery",Global Sourcing Co | Stock in WH3 Berlin | Target margin 18%
FR-F-0083,France,Computing,"Tablet 10""",206.89,EUR,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Global Sourcing Co | Promo margin 12% | Backorder until 02/15
SA-G-0084,South Africa,Kitchen Appliances,Coffee Maker Drip,721.51,ZAR,"12-cup, programmable, thermal carafe",Nordic Wholesale | Bulk discount applies 15% | Warehouse A-12
CD-H-0085,Côte d'Ivoire,Kitchen Appliances,Smart Kettle Pro,30314.71,XOF,"1.7L, 3000W, boil-dry protection, LED display",Promo margin 12% | Global Sourcing Co | Low stock alert
GH-I-0086,Ghana,Home Appliances,Electric Fan Tower,694.95,GHS,"Oscillating, 3 speeds, remote, timer",Pacific Imports Inc | Bulk discount applies 15% | Stock in WH3 Berlin
US-J-0087,United States,Home Appliances,Electric Fan Tower,50.23,USD,"Oscillating, 3 speeds, remote, timer",Low stock alert | EuroTech Suppliers | Promo margin 12%
CD-K-0088,Côte d'Ivoire,Home Appliances,Electric Fan Tower,35332.01,XOF,"Oscillating, 3 speeds, remote, timer",Fulfilled from NL depot | Promo margin 12% | Nordic Wholesale
NI-L-0089,Nigeria,Power & Batteries,Portable Power Bank 20K,40014.92,NGN,"20000mAh, dual USB, 18W PD",Low stock alert | Nordic Wholesale | Promo margin 12%
FR-M-0090,France,Solar & Power,Solar Inverter TS-9000-X,1224.3,EUR,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Stock in WH3 Berlin | Nordic Wholesale | Margin 22%
KE-N-0091,Kenya,Wearables,Fitness Tracker Band,4124.01,KES,"Steps, sleep, HR, 14-day battery",Target margin 18% | Fulfilled from NL depot | Global Sourcing Co
NI-O-0092,Nigeria,Wearables,Smart Watch Sport,143461.04,NGN,"GPS, heart rate, 5ATM, 7-day battery",Margin 22% | Global Sourcing Co | Stock in WH3 Berlin
GH-P-0093,Ghana,Lighting,LED Desk Lamp,353.57,GHS,"Dimmable, USB port, 5 brightness levels",Promo margin 12% | Pacific Imports Inc | Fulfilled from NL depot
GH-Q-0094,Ghana,Home Appliances,Electric Fan Tower,625.34,GHS,"Oscillating, 3 speeds, remote, timer",VIP margin 25% | Global Sourcing Co | Backorder until 02/15
US-R-0095,United States,Home Appliances,Air Purifier Compact,103.4,USD,"HEPA H13, 3 speeds, 25m² coverage",Fulfilled from NL depot | Promo margin 12% | Pacific Imports Inc
UK-S-0096,United Kingdom,Personal Care,Electric Toothbrush,36.7,GBP,"Sonic, 3 modes, 2-week battery",VIP margin 25% | Stock in WH3 Berlin | Global Sourcing Co
US-T-0097,United States,Solar & Power,Solar Inverter TS-9000-X,1260.74,USD,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Global Sourcing Co | Low stock alert | VIP margin 25%
SA-U-0098,South Africa,Audio,Bluetooth Speaker,930.23,ZAR,"20W, waterproof IPX7, 15h playback",Africa Direct Trading | Low stock alert | Margin 22%
FR-V-0099,France,Computing,Webcam HD Pro,49.84,EUR,"1080p 60fps, built-in mic, auto-focus",Bulk discount applies 15% | Warehouse A-12 | EuroTech Suppliers
SA-W-0100,South Africa,Computing,Mechanical Keyboard,1390.06,ZAR,"Cherry MX, RGB, wired, UK layout",Target margin 18% | Fulfilled from NL depot | Acme Electronics Ltd
UK-X-0101,United Kingdom,Personal Care,Electric Toothbrush,36.02,GBP,"Sonic, 3 modes, 2-week battery",Backorder until 02/15 | Acme Electronics Ltd | Margin 22%
GH-Y-0102,Ghana,Personal Care,Electric Toothbrush,554.01,GHS,"Sonic, 3 modes, 2-week battery",Nordic Wholesale | Target margin 18% | Warehouse A-12
SA-Z-0103,South Africa,Personal Care,Electric Toothbrush,793.76,ZAR,"Sonic, 3 modes, 2-week battery",VIP margin 25% | Nordic Wholesale | Fulfilled from NL depot
CD-A-0104,Côte d'Ivoire,Power & Batteries,Portable Power Bank 20K,14654.07,XOF,"20000mAh, dual USB, 18W PD",Acme Electronics Ltd | Promo margin 12% | Warehouse A-12
GH-B-0105,Ghana,Kitchen Appliances,Smart Kettle Pro,591.1,GHS,"1.7L, 3000W, boil-dry protection, LED display",Target margin 18% | Low stock alert | Acme Electronics Ltd
NI-C-0106,Nigeria,Wearables,Smart Watch Sport,158464.37,NGN,"GPS, heart rate, 5ATM, 7-day battery",EuroTech Suppliers | Bulk discount applies 15% | Low stock alert
FR-D-0107,France,Wearables,Smart Watch Sport,82.22,EUR,"GPS, heart rate, 5ATM, 7-day battery",Acme Electronics Ltd | Backorder until 02/15 | Target margin 18%
NI-E-0108,Nigeria,TV & Display,LED TV 55 inch,788927.51,NGN,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Promo margin 12% | Global Sourcing Co | Backorder until 02/15
CA-F-0109,Canada,Home Appliances,Electric Fan Tower,80.7,CAD,"Oscillating, 3 speeds, remote, timer",Margin 22% | Nordic Wholesale | Fulfilled from NL depot
GH-G-0110,Ghana,Kitchen Appliances,Coffee Maker Drip,500.21,GHS,"12-cup, programmable, thermal carafe",Low stock alert | Global Sourcing Co | Bulk discount applies 15%
FR-H-0111,France,Computing,Webcam HD Pro,55.08,EUR,"1080p 60fps, built-in mic, auto-focus",Nordic Wholesale | Margin 22% | Stock in WH3 Berlin
CD-I-0112,Côte d'Ivoire,Kitchen Appliances,Coffee Maker Drip,25501.16,XOF,"12-cup, programmable, thermal carafe",EuroTech Suppliers | Stock in WH3 Berlin | Margin 22%
SA-J-0113,South Africa,Audio,Bluetooth Speaker,842.96,ZAR,"20W, waterproof IPX7, 15h playback",Target margin 18% | Acme Electronics Ltd | Fulfilled from NL depot
GE-K-0114,Germany,Audio,Wireless Bluetooth Earbuds,31.09,EUR,"ANC, 24h battery, IPX5, USB-C",Global Sourcing Co | Backorder until 02/15 | Promo margin 12%
CA-L-0115,Canada,Home Appliances,Electric Fan Tower,76.37,CAD,"Oscillating, 3 speeds, remote, timer",Stock in WH3 Berlin | Margin 22% | Nordic Wholesale
NI-M-0116,Nigeria,Wearables,Smart Watch Sport,133194.76,NGN,"GPS, heart rate, 5ATM, 7-day battery",Low stock alert | Acme Electronics Ltd | Bulk discount applies 15%
UK-N-0117,United Kingdom,Computing,Mechanical Keyboard,60.9,GBP,"Cherry MX, RGB, wired, UK layout",Stock in WH3 Berlin | Promo margin 12% | Acme Electronics Ltd
GE-O-0118,Germany,Wearables,Fitness Tracker Band,28.02,EUR,"Steps, sleep, HR, 14-day battery",Stock in WH3 Berlin | Margin 22% | Africa Direct Trading
FR-P-0119,France,Audio,Wireless Bluetooth Earbuds,30.74,EUR,"ANC, 24h battery, IPX5, USB-C",Margin 22% | Warehouse A-12 | Pacific Imports Inc
FR-Q-0120,France,Personal Care,Electric Toothbrush,37.53,EUR,"Sonic, 3 modes, 2-week battery",Africa Direct Trading | Backorder until 02/15 | Promo margin 12%
CA-R-0121,Canada,TV & Display,LED TV 55 inch,650.74,CAD,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Low stock alert | EuroTech Suppliers | Promo margin 12%
NI-S-0122,Nigeria,Personal Care,Electric Toothbrush,62732.84,NGN,"Sonic, 3 modes, 2-week battery",Backorder until 02/15 | EuroTech Suppliers | Margin 22%
CD-T-0123,Côte d'Ivoire,Power & Batteries,Portable Power Bank 20K,16262.02,XOF,"20000mAh, dual USB, 18W PD",Africa Direct Trading | Low stock alert | Bulk discount applies 15%
KE-U-0124,Kenya,Solar & Power,Solar Inverter TS-9000-X,147395.75,KES,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Margin 22% | Low stock alert | EuroTech Suppliers
UK-V-0125,United Kingdom,Home Appliances,Electric Fan Tower,44.89,GBP,"Oscillating, 3 speeds, remote, timer",Warehouse A-12 | Bulk discount applies 15% | Acme Electronics Ltd
SA-W-0126,South Africa,Power & Batteries,Portable Power Bank 20K,433.33,ZAR,"20000mAh, dual USB, 18W PD",Target margin 18% | Low stock alert | Acme Electronics Ltd
SA-X-0127,South Africa,Home Appliances,Electric Fan Tower,891.64,ZAR,"Oscillating, 3 speeds, remote, timer",Africa Direct Trading | Bulk discount applies 15% | Fulfilled from NL depot
NI-Y-0128,Nigeria,Computing,"Tablet 10""",304769.45,NGN,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Backorder until 02/15 | Pacific Imports Inc | VIP margin 25%
GH-Z-0129,Ghana,Solar & Power,Solar Inverter TS-9000-X,15988.91,GHS,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Promo margin 12% | Global Sourcing Co | Warehouse A-12
NI-A-0130,Nigeria,Solar & Power,Solar Inverter TS-9000-X,2039000.64,NGN,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",VIP margin 25% | Africa Direct Trading | Backorder until 02/15
NE-B-0131,Netherlands,Audio,Bluetooth Speaker,43.38,EUR,"20W, waterproof IPX7, 15h playback",EuroTech Suppliers | VIP margin 25% | Stock in WH3 Berlin
UK-C-0132,United Kingdom,Lighting,LED Desk Lamp,23.52,GBP,"Dimmable, USB port, 5 brightness levels",Bulk discount applies 15% | Fulfilled from NL depot | Acme Electronics Ltd
NE-D-0133,Netherlands,Solar & Power,Solar Inverter TS-9000-X,1049.49,EUR,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Low stock alert | EuroTech Suppliers | VIP margin 25%
CA-E-0134,Canada,Personal Care,Electric Toothbrush,63.64,CAD,"Sonic, 3 modes, 2-week battery",Margin 22% | EuroTech Suppliers | Warehouse A-12
CA-F-0135,Canada,Wearables,Smart Watch Sport,120.02,CAD,"GPS, heart rate, 5ATM, 7-day battery",VIP margin 25% | Warehouse A-12 | Nordic Wholesale
FR-G-0136,France,Audio,Bluetooth Speaker,47.05,EUR,"20W, waterproof IPX7, 15h playback",Promo margin 12% | Africa Direct Trading | Stock in WH3 Berlin
GH-H-0137,Ghana,Wearables,Smart Watch Sport,1129.0,GHS,"GPS, heart rate, 5ATM, 7-day battery",Nordic Wholesale | Promo margin 12% | Backorder until 02/15
US-I-0138,United States,Solar & Power,Solar Inverter TS-9000-X,1228.1,USD,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Africa Direct Trading | Margin 22% | Warehouse A-12
NI-J-0139,Nigeria,Home Appliances,Electric Fan Tower,90268.37,NGN,"Oscillating, 3 speeds, remote, timer",Stock in WH3 Berlin | Bulk discount applies 15% | Global Sourcing Co
KE-K-0140,Kenya,Kitchen Appliances,Coffee Maker Drip,5263.72,KES,"12-cup, programmable, thermal carafe",Backorder until 02/15 | Target margin 18% | Pacific Imports Inc
SA-L-0141,South Africa,Home Appliances,Electric Fan Tower,890.65,ZAR,"Oscillating, 3 speeds, remote, timer",Backorder until 02/15 | Target margin 18% | Acme Electronics Ltd
NE-M-0142,Netherlands,Personal Care,Electric Toothbrush,38.12,EUR,"Sonic, 3 modes, 2-week battery",Pacific Imports Inc | Stock in WH3 Berlin | Margin 22%
KE-N-0143,Kenya,Audio,Bluetooth Speaker,6559.56,KES,"20W, waterproof IPX7, 15h playback",Warehouse A-12 | Margin 22% | Nordic Wholesale
NE-O-0144,Netherlands,Home Appliances,Electric Fan Tower,47.41,EUR,"Oscillating, 3 speeds, remote, timer",Backorder until 02/15 | VIP margin 25% | Global Sourcing Co
SA-P-0145,South Africa,Computing,Mechanical Keyboard,1523.47,ZAR,"Cherry MX, RGB, wired, UK layout",Africa Direct Trading | Stock in WH3 Berlin | Promo margin 12%
KE-Q-0146,Kenya,Home Appliances,Electric Fan Tower,7586.12,KES,"Oscillating, 3 speeds, remote, timer",Bulk discount applies 15% | Nordic Wholesale | Low stock alert
NE-R-0147,Netherlands,Solar & Power,Solar Inverter TS-9000-X,1160.76,EUR,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Target margin 18% | Fulfilled from NL depot | Pacific Imports Inc
UK-S-0148,United Kingdom,Computing,Webcam HD Pro,42.59,GBP,"1080p 60fps, built-in mic, auto-focus",Nordic Wholesale | Bulk discount applies 15% | Backorder until 02/15
SA-T-0149,South Africa,Home Appliances,Electric Fan Tower,1013.63,ZAR,"Oscillating, 3 speeds, remote, timer",Promo margin 12% | EuroTech Suppliers | Fulfilled from NL depot
NE-U-0150,Netherlands,Solar & Power,Solar Inverter TS-9000-X,1252.63,EUR,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Global Sourcing Co | Bulk discount applies 15% | Backorder until 02/15
US-V-0151,United States,Wearables,Smart Watch Sport,93.18,USD,"GPS, heart rate, 5ATM, 7-day battery",Stock in WH3 Berlin | Target margin 18% | Africa Direct Trading
